# BulTreeBank Wordnet (BTB-WN)	bul	http://www.bultreebank.org/	CC BY 3.0
06551784-n	bul:exe	4	подписвам присъда
06551784-n	bul:exe	5	получавам присъда
06551784-n	bul:exe	6	произнасям присъда
06551784-n	bul:exe	7	смъртна присъда
06551784-n	bul:exe	8	строга присъда
06551784-n	bul:lemma	присъда
06552639-n	bul:def	0	Опрощаване на грехове или присъда.
06552639-n	bul:lemma	амнистия
06552639-n	bul:lemma	опрощение
06552639-n	bul:lemma	помилване
06558678-n	bul:def	0	Парична сума, която се заплаща като наказание при нарушаване на някакъв закон, правилник, разпоредба.
06558678-n	bul:exe	0	глоба за неправилно паркиране
06558678-n	bul:exe	1	забранявам нещо с глоба
06558678-n	bul:exe	2	налагам глоба на
06558678-n	bul:exe	3	плащам глоба
06558678-n	bul:lemma	глоба
06566077-n	bul:def	0	Съвкупност от програми, които осигуряват, контролират работата на компютъра.
06566077-n	bul:exe	0	софтуер за
06566077-n	bul:exe	1	софтуер за подслушване
06566077-n	bul:lemma	софтуер
06568978-n	bul:def	0	Описание на алгоритъма за решаване на дадена задача с помощта на компютър.
06568978-n	bul:exe	0	С каква програма работиш?
06568978-n	bul:exe	1	компютърна програма
06568978-n	bul:exe	2	програма за обработка на грешки
06568978-n	bul:lemma	програма
06575227-n	bul:def	0	(компютърни науки) Програма, която контролира комуникацията на друга програма с потребителя чрез предоставяне на определен интуитивен изглед.
06575227-n	bul:lemma	интерфейс
06585816-n	bul:def	0	Софтуерна програма, която се прикрепва към файлове или се самозаписва на определени места върху диск, дискета и др., която може да причини щети в компютърната система.
06585816-n	bul:lemma	компютърен вирус
06586098-n	bul:def	0	Самовъзпроизвеждаща се компютърна програма, която използва компютърната мрежа, за да разпраща свои копия до крайните устройства.
06586098-n	bul:exe	0	Компютърните червеи се разпространяват в операционните системи.
